X.Intercept...Intercept.,X.Intercept..p.value,score_ieg62,Std..Error,t_value,p_value,r_squared,adj_r_squared,f_statistic.value,f_pvalue.value,Cluster,adj_p_value
40.29136882993417,0,-14.504427718082301,14.221278358166906,-1.0199102607222923,0.30808089803091065,0.0013050996898504178,5.045785528989821e-5,1.040216939926608,0.3080808980309121,Pitx2 Glut,0.6972916550149785
29.842267851381003,9.126396079219202e-222,30.094791626689542,22.73217354986436,1.3238853539752742,0.18602822979365488,0.0028143956791545103,0.00120862175915315,1.7526724304702395,0.18602822979365452,TH Prkcd Grin2c Glut_4,0.6202645772323374
35.51167560799354,0,18.89699891976887,10.503759959066787,1.7990699514660067,0.07209576835424855,9.457711487379214e-4,6.535645886760477e-4,3.236652690267894,0.07209576835424877,TH Prkcd Grin2c Glut_3,0.394708076139917
35.20059593791756,0,5.940322486914052,17.951593499016518,0.33090780978521456,0.7407729719339644,9.294550173718079e-5,-7.558720317926149e-4,0.10949997857684801,0.7407729719339642,TH Prkcd Grin2c Glut_6,0.8447411083457489
37.772435740899795,0,-26.61879315331415,19.083106544472933,-1.39488783397396,0.16350245301605842,0.0028365394449346793,0.0013786981283336885,1.9457120693685697,0.16350245301605806,PH-LHA-MM Foxb1 Glut,0.5904255247802109
37.97427995163519,0,-23.97353166120912,10.361157925662106,-2.3137888480429805,0.020757926896843793,0.0020812141822694444,0.001692465142215882,5.353618833328051,0.02075792689684393,ZI Mixed Gaba,0.30762021650499877
38.86315295210936,0,4.923477036905241,12.746630016940653,0.3862571542722894,0.6993480890182738,7.599758064121349e-5,-4.3338805482462384e-4,0.14919458922652806,0.6993480890182731,PH-LHA-PVH-SO-PVa Nxph4 Glut,0.8208331694434795
28.764247023521182,0,-14.23399528190683,11.823988200411234,-1.2038235357349034,0.22880096545019044,7.277067934557936e-4,2.2555991244754825e-4,1.4491911051892914,0.22880096545018944,STR D1 Gaba,0.6760028524664717
29.261004067013644,0,6.638769449066248,9.092678247121249,0.7301225523038923,0.4653976164021105,2.565922760923651e-4,-2.2474783354864414e-4,0.5330789413827487,0.4653976164021115,PO-MEA-BST Mixed Gaba,0.7202582158604092
41.75825395321445,0,-16.970147173282022,17.525073745524562,-0.9683352789094966,0.33311907459985635,9.687330479335554e-4,-6.439132326807595e-5,0.9376732123807434,0.33311907459985357,PF Fzd5 Glut,0.6972916550149785
35.4952196255991,1.1402337562785959e-57,-47.692363964758115,58.78342150737424,-0.811323375567297,0.4184828520143484,0.004427911933157501,-0.002298926499726628,0.658245619741914,0.4184828520143482,VMH Nr5a1 Glut_1,0.697471420023914
31.895228176628503,9.703121162006194e-292,-10.606014108202023,19.056355751195575,-0.5565604592334824,0.5779946873772972,4.150549296998707e-4,-9.24871270126193e-4,0.3097595447821869,0.5779946873772959,PV-PT Ntrk1-Sp9 Glut,0.7513930935904863
33.932323166179394,0,-9.02744416492222,9.30460709138421,-0.9702122912080153,0.33202949614993815,3.5616072357579645e-4,-2.2205604689240488e-5,0.9413118900111112,0.33202949614993715,TH Sema5b-Ntrk Glut,0.6972916550149785
33.44704058051717,0,-18.97905652120634,17.729787961396376,-1.0704615623452483,0.28463563071227443,9.928449846904068e-4,1.2640339317671057e-4,1.1458879564586262,0.2846356307122752,RE-Xi Nox4 Glut,0.6972916550149785
36.82011835271542,1.1160718561904339e-247,48.03852862025467,28.791769066656776,1.6684813117609787,0.09573421929895065,0.004550348916882382,0.002915784629389462,2.7838298876956316,0.09573421929895089,TU-ARH Otp Six6 Gaba,0.45299488482882644
34.350956792030665,0,-3.978132391476902,15.810633208323676,-0.25161119982105284,0.8013721382365526,3.7392692623439034e-5,-5.532526749532085e-4,0.0633081958753912,0.8013721382365503,VMH Nr5a1 Glut_2,0.8828676099216257
27.872324606594038,5.520222765659635e-131,57.49098601876389,26.87453678224908,2.139236351665689,0.033128331008230635,0.013281040341600945,0.010378925754370383,4.5763321682879194,0.033128331008230795,GPe-SI Sox6 Cyp26b1 Gaba,0.30762021650499877
33.284528967608026,0,-19.619733858065146,10.934714662205945,-1.7942611640226471,0.07286918328736929,0.001040447601318195,7.172643103446896e-4,3.2193731247199042,0.07286918328736929,Mixed,0.394708076139917
29.016756994220387,0,10.23753804522675,12.046828607394332,0.8498118782019493,0.3955150531518581,3.0296325399126016e-4,-1.1654872114341686e-4,0.722180228333117,0.39551505315186053,AHN-PVHd-PVR Mixed Gaba,0.6972916550149785
30.52692608242992,0,-18.737944250404716,15.31624527826575,-1.2234032499462821,0.2214460243467671,0.0013929456371264656,4.6227736651804907e-4,1.4967155119791284,0.2214460243467667,Mixed Meis2 Gaba,0.6760028524664717
33.0883244188127,9.840315191129227e-48,-32.6002391350866,49.29317289135871,-0.6613540420077434,0.5096123025275427,0.003514933669062928,-0.004521236220702551,0.43738916887998275,0.5096123025275414,TH Prkcd Grin2c Glut_1,0.7344555279312496
30.758371689241155,2.8019521224856315e-61,12.730083962697131,41.97381627722724,0.3032863125577599,0.7620537394859094,5.571596266717276e-4,-0.005500069708924249,0.09198258738488273,0.7620537394859099,GPi Tbr1 Cngb3 Gaba-Glut,0.8540257425273121
35.300859720761636,0,-18.34911573858095,19.79959349234225,-0.9267420437534593,0.35424729523498566,7.169883288632251e-4,-1.1783457144676213e-4,0.8588508156603435,0.3542472952349843,ZI Pax6 Gaba,0.6972916550149785
33.50021894438546,0,-43.08449063433915,22.606341180198495,-1.905858638994532,0.05697077993400092,0.0038169124384505584,0.0027660863967189364,3.632297151830098,0.05697077993400063,ZI-PVH-SBPV Pax6-Prox1 Gaba,0.394708076139917
28.320494945877787,0,19.92905168286916,9.126903060458961,2.1835502744856585,0.0290794043938349,0.001727642319258428,0.0013652930061257562,4.767891801206378,0.029079404393835172,STR D1-D2 Gaba,0.30762021650499877
