"Cluster","Slope","Intercept","p_value","r_squared","AdjustedPValue"
"HY NSCs_2",0.640865915914464,4.8216228531958,1.47495533405163e-05,0.494253729977649,0.000958720967133561
"AD Serpinb7 Glut",0.299144203552664,31.9195328867789,0.0347082793845642,0.140250780158428,0.322291165713811
"PF Fzd5 Glut",0.468658104804359,33.0709383345863,0.0337237033343898,0.141682305745198,0.322291165713811
"PH-LHA-MM Foxb1 Glut",0.665636196166512,34.5218052370858,0.034656421097003,0.128250061026004,0.322291165713811
"PVH-SO-PVa Agtr1a Glut",-0.641811636088077,61.2023237347177,0.0123876595590798,0.196961779179975,0.322291165713811
"RT-ZI Gnb3 Gaba_2",1.53575844295524,15.0844213094281,0.0186680420690621,0.152184683811643,0.322291165713811
"TU-ARH Otp Six6 Gaba",-0.783368302739862,53.0975522809414,0.0345659463652625,0.124789732715603,0.322291165713811
"ADP-MPO Trp73 Glut",0.362954465478716,36.0429340436548,0.0474923603742616,0.117200980809419,0.385875428040875
"SCH Six6 Cdc14a Gaba",-1.23687612497418,55.5826645816444,0.0603098275772712,0.124633317448683,0.435570976946959
"AHN-PVHd-PVR Mixed Gaba",1.60219222176177,30.7595947781033,0.202332280572286,0.0473548913031382,0.67822371727475
"DMH Gaba",1.08590825070043,30.8743201456434,0.208684220699923,0.0460767033889692,0.67822371727475
"Mixed",-1.06859455686042,66.9588211542165,0.194425376476592,0.0490110212647688,0.67822371727475
"NDB-SI-MA-STRv Lhx8 Gaba",0.723225032233008,24.598832190647,0.133973847875811,0.0648300984430955,0.67822371727475
"PO-MEA Slc17a7 Glut",-0.275653274792391,62.4155127930751,0.142594183122458,0.0995060723563562,0.67822371727475
"RT-ZI Gnb3 Gaba_1",0.540221819335438,37.5746698823148,0.158842096779822,0.0575281131010279,0.67822371727475
"SI-MPO-LPO-ADP Lhx8 Gaba",-0.478371520464278,49.7119015159316,0.152317512554243,0.0593172596926995,0.67822371727475
"STN-PSTN Pitx2 Glut",0.368734117399699,39.7088026880653,0.134962950024903,0.0808385062308209,0.67822371727475
"TH Prkcd Grin2c Glut_3",0.559924754420764,21.7779877766295,0.203932213873962,0.0470286876939245,0.67822371727475
"TH Prkcd Grin2c Glut_6",0.845793154706981,10.9179103039392,0.125242960425077,0.0677462188200402,0.67822371727475
"TH-PVT-RE Ntrk1-Nox4 Glut",-0.261376906716644,53.8028508892753,0.19520524078784,0.0488443262913865,0.67822371727475
"ARC Mixed Glut",-0.195464258853936,52.696311616576,0.245017027358093,0.0419897020208724,0.758386037060763
"ZI Mixed Gaba",-0.685222789861222,58.2000791107832,0.288203834076037,0.033105874106186,0.834377399302257
"ZI Pax6 Gaba",0.802236022346997,33.3878299120182,0.29524123359926,0.0321696785152654,0.834377399302257
"AV Col27a1 Glut",0.195655474911619,37.9326570967793,0.346844363433334,0.0268583624673443,0.845229625996638
"Lhx6 Gaba",0.178200737239959,39.8467495050557,0.403461350957636,0.0206170375512184,0.845229625996638
"Lhx6-Lhx8 Gaba",-0.525216455771795,50.5902222873999,0.385484825764359,0.0222278125820537,0.845229625996638
"PO-MEA Glut",-0.283378213013639,50.480042841469,0.401719208687877,0.0207686843882639,0.845229625996638
"PV-PT Ntrk1-Sp9 Glut",-0.309987262684589,51.677762228806,0.431451478810431,0.0183029650367522,0.845229625996638
"PVN Mixed Glut",-0.144778752351988,46.8454382896817,0.422739601605313,0.0294405309564115,0.845229625996638
"TH Prkcd Grin2c Glut_4",0.311055832533658,31.2843325985046,0.432164055171457,0.0182469293552753,0.845229625996638
"TH Prkcd Grin2c Glut_5",-0.178069750137932,52.3676261752419,0.37040997509739,0.0259572354400214,0.845229625996638
"TH Prkcd Grin2c Glut_7",-0.35833757196835,60.6949054461935,0.44212011205978,0.0174781384422471,0.845229625996638
"TH Prkcd Grin2c Glut_8",-0.228350071222041,55.1286091667093,0.359265479683704,0.0247727504123126,0.845229625996638
"VMH Nr5a1 Glut_2",0.546835064309216,33.8786786505505,0.341783757694886,0.0266125568728887,0.845229625996638
"TRS-BAC Sln Glut",0.160028309417382,42.8310756804969,0.470837686488477,0.0174700652558235,0.874412846335744
"GPe-SI Sox6 Cyp26b1 Gaba",0.233218313845626,39.0694752066286,0.516256403459478,0.0124977284999719,0.879776840789132
"GPi Tbr1 Cngb3 Gaba-Glut",-0.139548375065825,47.3351811027995,0.61584955252422,0.00795894958145852,0.879776840789132
"Hist Gaba",-0.124923675809096,51.9884022627605,0.549709061795361,0.0157738193464685,0.879776840789132
"HY NSCs_1",0.0986520540811029,26.9148345723645,0.638894985260939,0.0101862049671227,0.879776840789132
"LH-MH Glut",0.0811738584473559,39.5752197548904,0.586897944068774,0.0115078832716659,0.879776840789132
"LHA Pmch Glut",0.0499098871130656,43.5438500728018,0.720324382234725,0.00393581295739419,0.879776840789132
"Mixed Meis2 Gaba",-0.183152991721559,50.6233904166087,0.730891529270971,0.00352454807719458,0.879776840789132
"Pitx2 Glut",-0.111739799908449,46.8047495699054,0.550601651743192,0.0108999541752814,0.879776840789132
"PO-MEA-BST Mixed Gaba",-0.266445895426654,49.041878512528,0.674926033235846,0.00523618631525263,0.879776840789132
"RE-Xi Nox4 Glut",0.268263621373124,36.3209860299316,0.603238604020853,0.00803045193243177,0.879776840789132
"SI-MA-LPO-LHA Skor1 Glut",0.236188888490694,38.4435579594597,0.648755777143652,0.00617333464176917,0.879776840789132
"SNc-VTA-RAmb Foxa1 Dopa",-0.0574381847272361,53.3959809505321,0.689941226831406,0.0165891355961212,0.879776840789132
"STR D1-D2 Gaba",-0.255968605911082,50.4336419674946,0.701393083396185,0.00437872999293708,0.879776840789132
"STR-PAL Chst9 Gaba",-0.355509303264762,49.3663468538531,0.601238808732906,0.00811905084792722,0.879776840789132
"TH Prkcd Grin2c Glut_1",0.0856433232358908,39.4535044597795,0.618049668301592,0.00761963604904967,0.879776840789132
"TH Prkcd Grin2c Glut_2",0.26367309784914,34.1063666397446,0.507120571843648,0.0134455359408488,0.879776840789132
"TH Sema5b-Ntrk Glut",0.281268055509786,33.4970569657369,0.657946680225907,0.00583378815491205,0.879776840789132
"VMH Nr5a1 Glut_1",-0.0874807105922316,47.8054580753804,0.727158758482165,0.00411754225349297,0.879776840789132
"ZI-PVH-SBPV Pax6-Prox1 Gaba",-0.433954828857239,48.4692349408391,0.515659804200577,0.0125330845017007,0.879776840789132
"PVH-SO-PVa Avp Glut",-0.116380323293351,45.5422842228488,0.754449891636511,0.00291569244794583,0.891622599206785
"DMH Hmx2-Vgll1 Glut",-0.0804826515462368,45.6843606020835,0.777346636945562,0.00238385681489677,0.902277346454671
"PH-LHA-PVH-SO-PVa Nxph4 Glut",-0.202953823814657,48.3995196762941,0.806818172302941,0.00178317005715045,0.920055810520897
"AHN Onecut3 Gaba",-0.14995019553604,46.0859955995735,0.837107269352817,0.00126083254078468,0.922236822168357
"STR D1 Gaba",0.164328976893043,40.9222182036962,0.823404037116993,0.00148542499420837,0.922236822168357
"Chat GABA",0.0142819098893303,43.1761844734512,0.935464219282442,0.000195674391392002,0.986738685448057
"PO-CEA-BST Meis2 Gaba",0.0237844436522426,43.2815354216071,0.974307969571001,3.0957578380145e-05,0.986738685448057
"PO-COAa-PAA-MEA Barhl2 Glut",0.015782302244061,43.2962349940551,0.959305272873104,7.77074990643411e-05,0.986738685448057
"PVpo-VMPO-MPN Hmx2 Gaba",0.0156544364226699,43.54435051964,0.964854376524886,5.79478919038515e-05,0.986738685448057
"SCsg Gabrr2 Gaba",0.00303986689027684,46.3848891412574,0.986738685448057,1.34724704154717e-05,0.986738685448057
"Trh Glut",0.0153756920953345,43.3841398061361,0.980778315626416,1.73256631016545e-05,0.986738685448057
